,ID,Similar_set
63,"['A3R68RWKCSLJNA', 'A3R68RWKCSLJNA']","['toys among best plush dog toys weve tried several dont think truly indestructible since theres always dog somewhere defy claim well made worth buying majority dogs  sure buy size suits dog dont buy one small swallowed easily  dr noys toys great always include extra squeaker pack toy squeaker easily replaceable hidden velcro pouch squeakers indestructible thats include extra advantage secure cant eaten even buy separate packages squeakers dog tough plush toys  remove squeaker drives crazy pay attention sizes listed extrasmall really small best tiniest toy breeds small puppies medium work dogs dog shredder loves destroy plush toys get large sizesso youre tired buying socalled dog toys really glorified baby toys easily destroyed try  even better theyre usually included amazon 4for3 promotion get one free buy four  way test different designs save one later highly recommended', 'toys among best plush dog toys weve tried several dont think truly indestructible since theres always dog somewhere defy claim well made worth buying majority dogs  sure buy size suits dog dont buy one small swallowed easily  dr noys toys great always include extra squeaker pack toy squeaker easily replaceable hidden velcro pouch squeakers indestructible thats include extra advantage secure cant eaten even buy separate packages squeakers dog tough plush toys remove squeaker drives crazy   larger sizes replace squeaker tennis ball active dogspay attention sizes listed extrasmall really small best tiniest toy breeds small puppies medium work dogs dog shredder loves destroy plush toys get large sizes certain breeds like staffordshire terriers bull dogs perhaps another toy would wiser choice know dogso youre tired buying socalled dog toys really glorified baby toys easily destroyed try lasted two years hard play replacing squeakers even better theyre usually included amazon 4for3 promotion get one free buy four smaller sizes  way test different designs save one later highly recommended']"
64,"['A3R68RWKCSLJNA', 'A3R68RWKCSLJNA']","['toys among best plush dog toys weve tried several dont think truly indestructible since theres always dog somewhere defy claim well made worth buying majority dogs  sure buy size suits dog dont buy one small swallowed easily  dr noys toys great always include extra squeaker pack toy squeaker easily replaceable hidden velcro pouch squeakers indestructible thats include extra advantage secure cant eaten even buy separate packages squeakers dog tough plush toys remove squeaker drives crazy   larger sizes replace squeaker tennis ball active dogspay attention sizes listed extrasmall really small best tiniest toy breeds small puppies medium work dogs dog shredder loves destroy plush toys get large sizes certain breeds like staffordshire terriers bull dogs perhaps another toy would wiser choice know dogso youre tired buying socalled dog toys really glorified baby toys easily destroyed try  lasted two years hard play replacing squeakers even better theyre usually included amazon 4for3 promotion get one free buy four smaller sizes  way test different designs save one later highly recommended', 'toys among best plush dog toys weve tried several dont think truly indestructible since theres always dog somewhere defy claim well made worth buying majority dogs  sure buy size suits dog dont buy one small swallowed easily  dr noys toys great always include extra squeaker pack toy squeaker easily replaceable hidden velcro pouch squeakers indestructible thats include extra advantage secure cant eaten even buy separate packages squeakers dog tough plush toys remove squeaker drives crazy   larger sizes replace squeaker tennis ball active dogspay attention sizes listed extrasmall really small best tiniest toy breeds small puppies medium work dogs dog shredder loves destroy plush toys get large sizes certain breeds like staffordshire terriers bull dogs perhaps another toy would wiser choice know dogso youre tired buying socalled dog toys really glorified baby toys easily destroyed try lasted two years hard play replacing squeakers even better theyre usually included amazon 4for3 promotion get one free buy four smaller sizes  way test different designs save one later highly recommended']"
65,"['AS3UM0LHN7L1Y', 'AS3UM0LHN7L1Y']","['dogs 2 dachshunds chihuahua french bulldog love redbarn chicken liver dog food roll love feeding heres why1 made usa contains corn soy lamb rice flavor wheat free well dogs develop allergies corn soy wheat2 cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 93 digestible means less dog poo fewer cleanups4 complete balanced meal also serve protein supplement mixed dry food5 cut cubes make wonderful treats training aids yes dogs find yummy6 pinch greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion usually cut entire roll 1 slices cube slices cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months frozen longer storageredbarn chicken liver food roll ingredients  chicken 25 beef lung 15 chicken liver 15 chicken heart 15 wheat flour 10 following ingredients account 20 egg product sucrose flax seed salt dicalcium phosphate natural smoke flavor calcium chloride sunflower oil dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 14crude fat min 7crude fiber max 15moisture max 43crude ash max 3calcium min 05phosphorous min 05amount feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10  30 lbs feed 1 2 per daydogs weighing 30  50 lbs feed 2 4 per daydogs weighing  50  100 lbs feed 4 8 per daycalories  34320 per 5oz 1 slice equals approximately 5oz', 'dogs 2 dachshunds chihuahua french bulldog love redbarn beef dog food roll love feeding heres why1 made usa contains corn soy lamb rice flavor wheat free well dogs develop allergies corn soy wheat2 cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 93 digestible means less dog poo fewer cleanups4 complete balanced meal also serve protein supplement mixed dry food5 cut cubes make wonderful treats training aids yes dogs find yummy6 pinch greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion usually cut entire roll 1 slices cube slices cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months frozen longer storageredbarn beef food roll ingredients  beef 25 beef lungs 22 beef liver 22 wheat flour 10 following ingredients account 21 egg product sucrose flax seed salt dicalcium phosphate natural smoke flavor calcium chloride sunflower oil dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 14crude fat min 5crude fiber max 15moisture max 43crude ash max 3calcium min 05phosphorous min 05amount feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10  30 lbs feed 1 2 per daydogs weighing 30  50 lbs feed 2 4 per daydogs weighing  50  100 lbs feed 4 8 per daycalories  36324 per 5oz 1 slice equals approximately 5oz']"
66,"['AS3UM0LHN7L1Y', 'AS3UM0LHN7L1Y']","['dogs 2 dachshunds chihuahua french bulldog love redbarn lamb rice dog food roll love feeding heres why1 made usa contains corn soy wheat dogs develop allergies to2 cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 93 digestible means less dog poo fewer cleanups4 complete balanced meal also serve protein supplement mixed dry food5 cut cubes make wonderful treats training aids yes dogs find yummy6 pinch greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion usually cut entire roll 1 slices cube slices cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months frozen longer storageredbarn lamb rice food roll ingredients  lamb 25 lamb lungs 30 brown rice 7 rice flour 7 lamb liver 5 lamb meal 5 following ingredients account 21 egg product sucrose flax seed peas carrots salt dicalcium phosphate natural smoke flavor calcium chloride dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 12crude fat min 5crude fiber max 1moisture max 48crude ash max 3calcium min 05phosphorous min 05amount feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10  30 lbs feed 1 2 per daydogs weighing 30  50 lbs feed 2 4 per daydogs weighing 50  100 lbs feed 4 8 per daycalories 335 per 5oz 1 slice equals approximately 5oz', 'dogs 2 dachshunds chihuahua french bulldog love redbarn beef dog food roll love feeding heres why1 made usa contains corn soy lamb rice flavor wheat free well dogs develop allergies corn soy wheat2 cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 93 digestible means less dog poo fewer cleanups4 complete balanced meal also serve protein supplement mixed dry food5 cut cubes make wonderful treats training aids yes dogs find yummy6 pinch greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion usually cut entire roll 1 slices cube slices cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months frozen longer storageredbarn beef food roll ingredients  beef 25 beef lungs 22 beef liver 22 wheat flour 10 following ingredients account 21 egg product sucrose flax seed salt dicalcium phosphate natural smoke flavor calcium chloride sunflower oil dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 14crude fat min 5crude fiber max 15moisture max 43crude ash max 3calcium min 05phosphorous min 05amount feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10  30 lbs feed 1 2 per daydogs weighing 30  50 lbs feed 2 4 per daydogs weighing  50  100 lbs feed 4 8 per daycalories  36324 per 5oz 1 slice equals approximately 5oz']"
67,"['AS3UM0LHN7L1Y', 'AS3UM0LHN7L1Y']","['dogs 2 dachshunds chihuahua french bulldog love redbarn chicken liver dog food roll love feeding heres why1 made usa contains corn soy lamb rice flavor wheat free well dogs develop allergies corn soy wheat2 cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 93 digestible means less dog poo fewer cleanups4 complete balanced meal also serve protein supplement mixed dry food5 cut cubes make wonderful treats training aids yes dogs find yummy6 pinch greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion usually cut entire roll 1 slices cube slices cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months frozen longer storageredbarn chicken liver food roll ingredients  chicken 25 beef lung 15 chicken liver 15 chicken heart 15 wheat flour 10 following ingredients account 20 egg product sucrose flax seed salt dicalcium phosphate natural smoke flavor calcium chloride sunflower oil dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 14crude fat min 7crude fiber max 15moisture max 43crude ash max 3calcium min 05phosphorous min 05amount feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10  30 lbs feed 1 2 per daydogs weighing 30  50 lbs feed 2 4 per daydogs weighing  50  100 lbs feed 4 8 per daycalories  34320 per 5oz 1 slice equals approximately 5oz', 'dogs 2 dachshunds chihuahua french bulldog love redbarn lamb rice dog food roll love feeding heres why1 made usa contains corn soy wheat dogs develop allergies to2 cooked casing less nutrient loss specially prepared packaged without oxygen remain fresh room temperature without use artificial preservatives bha bht ethoxyquin3 93 digestible means less dog poo fewer cleanups4 complete balanced meal also serve protein supplement mixed dry food5 cut cubes make wonderful treats training aids yes dogs find yummy6 pinch greenies pill pockets cubed piece even used hide pet medicationsonce sliced open roll must seal refrigerate unused portion usually cut entire roll 1 slices cube slices cubed roll fits perfectly arubbermaid 10 cup containerfor storage refrigeratoradditional information might find usefulthe redbarn manufacturing plant located great bend ks corporate offices located long beach cashelf life 12 months frozen longer storageredbarn lamb rice food roll ingredients  lamb 25 lamb lungs 30 brown rice 7 rice flour 7 lamb liver 5 lamb meal 5 following ingredients account 21 egg product sucrose flax seed peas carrots salt dicalcium phosphate natural smoke flavor calcium chloride dextrose citric acid potassium chloride choline chloride rosemary dlalpha tocopherol acetate iron sulfate selenium supplement zinc oxide copper sulfate vitamin b12 supplement niacin calcium pantothenate manganous oxide vitamin acetate thiamine mononitrate riboflavin supplement dactivated animal sterol source vitamin d3 ethylene diamine dihydriodide pyridoxine hydrochloride folic acid supplementguaranteed analysiscrude protein min 12crude fat min 5crude fiber max 1moisture max 48crude ash max 3calcium min 05phosphorous min 05amount feed inches per daydogs weighing less 10 lbs feed 12 1 per daydogs weighing 10  30 lbs feed 1 2 per daydogs weighing 30  50 lbs feed 2 4 per daydogs weighing 50  100 lbs feed 4 8 per daycalories 335 per 5oz 1 slice equals approximately 5oz']"
68,"['AZ7HUXVHAFFKN', 'A1SC8NCBQUA2Y']","['works well', 'works well']"
69,"['AZ7HUXVHAFFKN', 'A1JITJUQN935L5']","['works well', 'works well']"
70,"['A1SC8NCBQUA2Y', 'A1JITJUQN935L5']","['works well', 'works well']"
71,"['AZ7HUXVHAFFKN', 'A1JITJUQN935L5']","['works well', 'works well']"
72,"['AZ7HUXVHAFFKN', 'A1BR7CYLDDUALQ']","['works well', 'works well']"
73,"['A1JITJUQN935L5', 'A1BR7CYLDDUALQ']","['works well', 'works well']"
74,"['AZ7HUXVHAFFKN', 'A1SC8NCBQUA2Y']","['works well', 'works well']"
75,"['AZ7HUXVHAFFKN', 'A1BR7CYLDDUALQ']","['works well', 'works well']"
76,"['A1SC8NCBQUA2Y', 'A1BR7CYLDDUALQ']","['works well', 'works well']"
77,"['A1SC8NCBQUA2Y', 'A1JITJUQN935L5']","['works well', 'works well']"
78,"['A1SC8NCBQUA2Y', 'A1BR7CYLDDUALQ']","['works well', 'works well']"
79,"['A1JITJUQN935L5', 'A1BR7CYLDDUALQ']","['works well', 'works well']"
80,"['AGAWA16DHHHZN', 'AGAWA16DHHHZN']","['along medium  large scat mat definitely eliminates critteronfurniture problems  clear doesnt ruin appearance furniture  well remove pets get hint  ', 'along medium  small scat mat definitely eliminates critteronfurniture problems clear doesnt ruin appearance furniture well remove pets get hint ']"
81,"['AGAWA16DHHHZN', 'AGAWA16DHHHZN']","['along small  large scat mat definitely eliminates critteronfurniture problems clear doesnt ruin appearance furniture well remove pets get hint ', 'along medium  small scat mat definitely eliminates critteronfurniture problems clear doesnt ruin appearance furniture well remove pets get hint ']"
82,"['AGAWA16DHHHZN', 'AGAWA16DHHHZN']","['along small  large scat mat definitely eliminates critteronfurniture problems clear doesnt ruin appearance furniture well remove pets get hint ', 'along medium  large scat mat definitely eliminates critteronfurniture problems  clear doesnt ruin appearance furniture  well remove pets get hint  ']"
83,"['A1OMYEI1EQJCXV', 'ATRSQC2SMY29K']","['good product', 'good product']"
84,"['A1OMYEI1EQJCXV', 'A2K5ANOCKD2V5G']","['good product', 'good product']"
85,"['A1OMYEI1EQJCXV', 'A3BG1BENUBEIW']","['good product', 'good product']"
86,"['A1OMYEI1EQJCXV', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
87,"['ATRSQC2SMY29K', 'A2K5ANOCKD2V5G']","['good product', 'good product']"
88,"['ATRSQC2SMY29K', 'A3BG1BENUBEIW']","['good product', 'good product']"
89,"['ATRSQC2SMY29K', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
90,"['A2K5ANOCKD2V5G', 'A3BG1BENUBEIW']","['good product', 'good product']"
91,"['A2K5ANOCKD2V5G', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
92,"['A3BG1BENUBEIW', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
93,"['ATRSQC2SMY29K', 'ATRSQC2SMY29K']","['good product', 'good product']"
94,"['ATRSQC2SMY29K', 'A2K5ANOCKD2V5G']","['good product', 'good product']"
95,"['ATRSQC2SMY29K', 'A3BG1BENUBEIW']","['good product', 'good product']"
96,"['ATRSQC2SMY29K', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
97,"['ATRSQC2SMY29K', 'A2K5ANOCKD2V5G']","['good product', 'good product']"
98,"['ATRSQC2SMY29K', 'A3BG1BENUBEIW']","['good product', 'good product']"
99,"['ATRSQC2SMY29K', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
100,"['A2K5ANOCKD2V5G', 'A3BG1BENUBEIW']","['good product', 'good product']"
101,"['A2K5ANOCKD2V5G', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
102,"['A3BG1BENUBEIW', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
103,"['ATRSQC2SMY29K', 'A1OMYEI1EQJCXV']","['good product', 'good product']"
104,"['ATRSQC2SMY29K', 'A2K5ANOCKD2V5G']","['good product', 'good product']"
105,"['ATRSQC2SMY29K', 'A3BG1BENUBEIW']","['good product', 'good product']"
106,"['ATRSQC2SMY29K', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
107,"['A1OMYEI1EQJCXV', 'A2K5ANOCKD2V5G']","['good product', 'good product']"
108,"['A1OMYEI1EQJCXV', 'A3BG1BENUBEIW']","['good product', 'good product']"
109,"['A1OMYEI1EQJCXV', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
110,"['A2K5ANOCKD2V5G', 'A3BG1BENUBEIW']","['good product', 'good product']"
111,"['A2K5ANOCKD2V5G', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
112,"['A3BG1BENUBEIW', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
113,"['ATRSQC2SMY29K', 'A1OMYEI1EQJCXV']","['good product', 'good product']"
114,"['ATRSQC2SMY29K', 'ATRSQC2SMY29K']","['good product', 'good product']"
115,"['ATRSQC2SMY29K', 'A3BG1BENUBEIW']","['good product', 'good product']"
116,"['ATRSQC2SMY29K', 'A2I3Y1TKZ6RQA8']","['good product', 'good product']"
117,"['A1OMYEI1EQJCXV', 'ATRSQC2SMY29K']","['good product', 'good product']"
118,"['A1OMYEI1EQJCXV', 'A3BG1BENUBEIW']","['good product', 'good product']"
